pond_id,week_index,culture_type,age_days,avg_weight_g,shrimp_count,biomass_kg,temperature_c,ph,salinity_ppt,do_mg_l,do_min_mg_l,nh3_mg_l,tan_mg_l,seaweed_biomass_kg,feed_input_kg,feeding_rate_actual,shrimp_seaweed_ratio,buffer_index,oxygen_stress,thermal_stress,weekly_growth_g
P01,58,IMTA,82.0,11.390959,70881.0,807.1962,31.0,7.410204,31.201877,6.292396,5.867896,0.016038,0.059086,226.899391,123.541846,0.152469,3.534251,85810.875943,0,0,1.216415
P01,59,IMTA,83.0,12.051348,76045.0,916.9763,29.359931,7.645988,31.331307,5.710908,5.231996,0.024429,0.064576,228.354444,207.266813,0.226254,4.009047,53003.797037,0,0,1.263163
P01,60,IMTA,84.0,12.210258,86714.0,1060.7102,30.652245,7.410204,31.498049,6.065422,5.954464,0.070179,0.167084,229.732916,218.920945,0.20647,4.632527,19819.180987,0,0,1.193
P01,61,IMTA,85.0,12.501194,73045.0,913.3836,27.504084,7.410204,31.6,6.279426,5.529106,0.064685,0.053796,231.035813,153.547016,0.16774,3.945479,22377.496213,0,0,1.30112
P01,62,IMTA,86.0,12.513975,86876.0,1089.2043,29.874738,7.594731,31.6,5.456913,5.310014,0.054996,0.138038,232.269183,345.121983,0.318044,4.708252,23177.035215,0,0,1.366025
P01,63,IMTA,87.0,12.381866,77222.0,956.8956,30.387426,7.418405,30.864893,6.161616,5.755678,0.086562,0.231163,233.433024,196.718555,0.205609,4.097227,16538.097309,0,0,1.279677
P01,64,IMTA,88.0,12.417698,73342.0,910.9956,30.281499,7.666491,31.6,6.477219,5.767434,0.01,0.043915,234.533383,261.165531,0.287511,3.874884,143114.642254,0,0,1.390015
P01,65,IMTA,89.0,12.856966,89693.0,1150.0,31.0,7.514769,31.6,6.161616,5.595368,0.048403,0.277875,235.570259,164.918109,0.142181,4.93382,29989.905178,0,0,1.4
P01,66,IMTA,90.0,13.126938,81833.0,1075.7701,30.928715,7.476838,31.6,6.175666,5.738579,0.011843,0.264101,236.5497,298.391228,0.278164,4.562923,116341.908796,0,0,1.287236
P01,67,IMTA,91.0,13.451211,83477.0,1124.739,29.472214,7.627535,31.6,6.600434,6.080575,0.039513,0.292348,237.471704,289.328925,0.257848,4.7586,39449.257581,0,0,1.362739
P01,68,IMTA,92.0,13.148991,87673.0,1150.0,27.865296,7.426606,31.6,6.069745,5.753541,0.015339,0.239647,238.34131,324.950397,0.282147,4.873338,90887.625373,0,0,1.387551
P01,69,IMTA,93.0,13.686736,80299.0,1100.5103,28.015713,7.410204,31.6,5.654705,5.548343,0.038114,0.388068,239.159525,320.707845,0.292354,4.61953,35539.64741,0,0,1.4
P01,70,IMTA,94.0,13.989349,70526.0,986.6953,31.0,7.410204,31.23336,5.830881,5.619949,0.067283,0.066572,239.929373,214.893704,0.217958,4.112831,20830.906463,0,0,1.4
P01,71,IMTA,95.0,13.863193,79321.0,1101.0281,29.514585,7.495291,31.6,7.0,6.327454,0.082566,0.2116,240.653877,239.764748,0.217968,4.59261,20541.759668,0,0,1.371941
P01,72,IMTA,96.0,13.583136,86189.0,1150.0,29.66818,7.527071,31.6,5.319647,4.613197,0.068082,0.112885,241.336059,212.666793,0.181171,4.888633,18974.855079,0,0,1.375884
P01,73,IMTA,96.0,13.883288,72258.0,1003.5122,29.064394,7.410204,31.473563,6.277265,6.097675,0.047404,0.456141,241.976928,201.349275,0.200645,4.149384,31974.181013,0,0,1.4
P01,74,IMTA,97.0,13.377765,81008.0,1085.211,29.607801,7.509643,31.6,5.676322,5.555824,0.032221,0.054595,242.578498,342.148051,0.316452,4.488007,42754.246099,0,0,1.4
P01,75,IMTA,97.0,14.0,77415.0,1103.5323,28.849361,7.413279,31.535363,6.022188,5.184972,0.031522,0.301431,243.143792,328.219498,0.298419,4.555504,46249.085508,0,0,1.4
P01,76,IMTA,97.0,14.0,78252.0,1117.7798,31.0,7.410204,31.6,6.058937,5.968357,0.022232,0.16389,243.674826,212.713292,0.190237,4.606022,65455.548238,0,0,1.4
P01,77,IMTA,97.0,4.611371,85450.0,393.2934,31.0,7.695195,31.6,6.746346,6.5,0.07877,0.119373,46.6864,95.158086,0.241806,8.050121,3767.230156,0,0,0.608444
P01,78,IMTA,26.0,4.611371,82162.0,378.0471,30.240187,7.439933,31.561015,6.159454,5.514143,0.020933,0.275979,48.78736,72.835404,0.191909,7.416337,14472.413013,0,0,0.651084
P01,79,IMTA,26.0,4.962778,89631.0,444.3028,30.888463,7.507593,31.6,6.369136,5.479944,0.022831,0.202218,50.988078,130.631974,0.294556,8.387093,14323.39304,0,0,0.572788
P01,80,IMTA,26.0,5.403403,85772.0,462.9818,30.295269,7.548599,30.670165,5.849255,4.911375,0.067882,0.379684,53.290569,153.642036,0.332835,8.387328,4406.713295,0,0,0.610909
P01,81,IMTA,27.0,5.176291,82579.0,426.7979,29.490222,7.469662,30.525577,6.045967,5.783466,0.020034,0.189841,55.69584,141.484499,0.332434,7.400615,16871.965319,0,0,0.611073
P01,82,IMTA,28.0,5.341784,83486.0,445.3842,28.155537,7.644963,31.210039,5.54446,4.9071,0.022032,0.398948,58.2049,66.025283,0.147155,7.410674,14762.675492,0,0,0.602365
P01,83,IMTA,29.0,5.568562,81185.0,451.4902,30.121549,7.428656,31.1599,6.533422,5.552618,0.040112,0.203515,60.819764,110.906176,0.245659,7.204043,9889.3956,0,0,0.668748
P01,84,IMTA,30.0,5.69293,83039.0,472.2485,30.828084,7.466587,30.982662,5.977874,5.274746,0.061189,0.071962,63.540432,67.970166,0.142852,7.231602,6062.520198,0,0,0.624465
P01,85,IMTA,31.0,5.714181,75678.0,431.6697,31.0,7.410204,30.315691,5.705504,5.535518,0.018935,0.079847,66.365896,142.062707,0.330013,6.324543,19987.004932,0,0,0.690192
P01,86,IMTA,32.0,5.627723,77977.0,438.1305,30.530428,7.410204,31.24502,5.214806,4.711521,0.085862,0.271088,69.297163,63.407172,0.143582,6.157935,3976.095644,0,0,0.600311
P01,87,IMTA,33.0,5.688211,82578.0,469.2153,29.645935,7.62651,31.106262,6.505321,5.782397,0.047005,0.170477,72.331211,89.426546,0.190017,6.336613,9939.416837,0,0,0.667105
P01,88,IMTA,34.0,6.047058,74821.0,451.7084,30.424501,7.410204,31.6,5.620118,5.189247,0.044308,0.345948,75.46804,90.340358,0.199504,5.847053,9541.081043,0,0,0.700626
P01,89,IMTA,35.0,6.503259,85849.0,558.1912,30.284677,7.452235,31.6,5.9595,5.096267,0.034718,0.082842,78.704627,94.017843,0.16777,6.971632,13523.855081,0,0,0.701119
P01,90,IMTA,36.0,6.325032,89476.0,565.9444,28.051729,7.439933,30.361166,5.761707,5.191384,0.082366,0.218886,82.038956,95.278378,0.1677,6.790069,5528.52449,0,0,0.670885
P01,91,IMTA,37.0,6.592149,79977.0,526.8434,29.735973,7.492216,31.213537,5.552026,5.551549,0.051999,0.104002,85.46599,145.102344,0.275862,6.061997,9069.206011,0,0,0.696929
P01,92,IMTA,38.0,6.238358,83371.0,519.7854,31.0,7.717749,31.6,6.577736,5.672317,0.011943,0.217788,88.981697,157.726896,0.304193,5.746323,47000.921186,0,0,0.675896
P01,93,IMTA,39.0,6.932339,87463.0,606.4477,28.509335,7.674692,31.6,6.800388,6.377684,0.019335,0.274681,92.583055,104.025295,0.170963,6.473236,32020.70922,0,0,0.753371
P01,94,IMTA,40.0,6.709337,73393.0,491.7235,28.231805,7.544498,31.50971,5.833042,5.409407,0.073676,0.052199,96.263009,156.72514,0.319605,5.021743,7465.158519,0,0,0.71106
P01,95,IMTA,41.0,7.335134,84914.0,622.9701,29.270952,7.410204,31.6,6.085957,5.171078,0.048104,0.155206,100.015515,134.621814,0.216017,6.166536,12588.48829,0,0,0.683783
P01,96,IMTA,42.0,7.094707,89665.0,636.4583,28.869488,7.477864,31.6,6.36157,5.980113,0.039713,0.12107,103.835535,175.336978,0.276042,6.074344,16589.407317,0,0,0.789192
P01,97,IMTA,43.0,6.902141,84606.0,583.9232,29.805885,7.475813,31.6,5.096995,5.062067,0.030922,0.133646,107.715006,148.429064,0.254476,5.361546,17856.105239,0,0,0.855083
P01,98,IMTA,44.0,7.08591,86425.0,612.5202,31.0,7.412254,31.24502,5.660109,5.619949,0.068381,0.13714,111.644859,134.594521,0.21969,5.434802,9122.88711,0,0,0.790671
P01,99,IMTA,45.0,7.562352,82856.0,626.6434,30.245484,7.410204,31.6,5.811426,5.11016,0.079369,0.0309,115.619049,203.487231,0.325799,5.3735,8310.505225,0,0,0.846292
P01,100,IMTA,46.0,7.197574,72030.0,517.7521,31.0,7.435833,31.6,6.992776,5.852934,0.024929,0.123665,119.628507,117.851751,0.227535,4.264867,33076.926518,0,0,0.844403
P01,101,IMTA,47.0,7.613448,74132.0,563.9039,29.500814,7.410204,31.022307,5.849255,5.632773,0.056594,0.164488,123.664164,187.763402,0.334076,4.506485,12714.06638,0,0,0.74113
P01,102,IMTA,48.0,7.55883,89790.0,679.204,27.673568,7.410204,29.887756,5.639573,4.719002,0.049902,0.389765,127.717958,151.451516,0.223032,5.286354,14434.936447,0,0,0.873158
P01,103,IMTA,49.0,7.99791,77602.0,620.467,28.82182,7.560901,31.6,5.919509,5.780259,0.085463,0.239448,131.778806,162.063458,0.261591,4.66725,8964.646579,0,0,0.802502
P01,104,IMTA,50.0,7.937137,82596.0,655.7234,30.464753,7.570127,31.6,6.708517,6.5,0.04231,0.175667,135.838647,218.715742,0.334726,4.793132,21412.237424,0,0,0.86182
P01,105,IMTA,51.0,8.610987,77559.0,667.8102,27.414046,7.623435,31.6,5.812507,5.217034,0.035517,0.243939,139.888411,116.248537,0.173595,4.742432,22923.202436,0,0,0.917277
P01,106,IMTA,52.0,8.686539,83304.0,724.0492,29.786818,7.596781,31.185552,6.135676,5.670179,0.055595,0.439771,143.918022,243.395734,0.337408,5.009927,15823.835168,0,0,0.876527
P01,107,IMTA,53.0,7.911229,86930.0,688.1577,30.181927,7.410204,31.523702,5.897892,4.879313,0.067283,0.215393,147.920426,162.674014,0.236582,4.624746,12890.44043,0,0,0.89493
P01,108,IMTA,54.0,8.615559,79894.0,688.4645,30.006088,7.410204,31.489887,7.0,6.247298,0.06978,0.125861,151.88454,234.29704,0.341591,4.505272,15114.282883,0,0,0.850154
P01,109,IMTA,55.0,8.423945,89502.0,754.7712,28.700004,7.410204,30.812421,6.17999,6.078437,0.052998,0.36591,155.803309,171.982965,0.228016,4.828503,18133.209942,0,0,0.812443
P01,110,IMTA,56.0,8.426832,80367.0,677.3602,29.150195,7.410204,31.6,5.865467,5.236271,0.01,0.184152,159.668672,191.738079,0.283738,4.212144,89261.779286,0,0,0.895423
P01,111,IMTA,57.0,8.454039,73797.0,623.5144,28.845124,7.471713,30.382155,6.255648,5.442538,0.019035,0.220883,163.472568,99.586636,0.159044,3.774007,52662.257916,0,0,1.015456
P01,112,IMTA,58.0,9.169864,78598.0,720.8957,30.034688,7.538347,31.6,6.359408,5.64453,0.04211,0.414818,167.208952,180.718763,0.251053,4.287975,25158.504114,0,0,0.959424
P01,113,IMTA,59.0,9.368801,72393.0,677.9024,31.0,7.52502,30.98033,6.552877,6.081644,0.074774,0.063079,170.869761,212.276604,0.314121,3.935803,14835.252321,0,0,1.025726
P01,114,IMTA,60.0,9.408209,73815.0,694.2638,29.108883,7.410204,31.212371,6.047047,5.666973,0.03272,0.072561,174.450966,236.116577,0.341371,3.950417,32177.719369,0,0,1.066641
P01,115,IMTA,62.0,9.484522,80866.0,767.4135,31.0,7.62241,30.417136,6.515048,5.879652,0.071478,0.359622,177.94652,250.518209,0.327611,4.295416,16105.726886,0,0,1.082744
P01,116,IMTA,63.0,9.333813,85500.0,798.8489,31.0,7.410204,31.278835,6.085957,6.091262,0.014041,0.163291,181.351385,266.046943,0.334286,4.392483,75665.834387,0,0,1.09096
P01,117,IMTA,64.0,9.611261,74745.0,718.311,28.870547,7.546549,30.160608,6.962513,6.257986,0.085962,0.290651,184.661531,123.145592,0.170983,3.86276,14767.34364,0,0,0.973145
P01,118,IMTA,65.0,10.141063,87167.0,885.2065,28.816524,7.581404,31.6,6.438309,5.936295,0.057194,0.132349,187.873934,187.443972,0.211814,4.712371,21063.557923,0,0,1.030162
P01,119,IMTA,66.0,9.716092,82993.0,807.0668,31.0,7.627535,31.6,6.169181,5.736441,0.033519,0.224276,190.986579,185.515263,0.230067,4.212325,35040.338014,0,0,1.102626
P01,120,IMTA,67.0,9.323701,78709.0,734.066,30.58551,7.589605,31.31265,5.755222,5.535518,0.048503,0.241544,193.995436,176.635925,0.240895,3.75738,23092.21714,0,0,1.116264
P01,121,IMTA,68.0,10.051067,87813.0,883.8866,28.695767,7.530146,30.50692,6.778771,6.315697,0.045307,0.066872,196.901512,134.281156,0.151378,4.486846,29283.984602,0,0,1.110431
P01,122,IMTA,69.0,10.144735,83363.0,846.5591,29.496577,7.414304,31.6,6.107574,4.868625,0.06079,0.276478,199.701784,183.329798,0.216647,4.229942,20033.205733,0,0,1.118483
P01,123,IMTA,70.0,9.881526,82471.0,815.6445,31.0,7.481964,30.581547,5.568238,5.531243,0.02373,0.290751,202.396253,265.526353,0.32672,4.01487,47171.829425,0,0,1.102215
P01,124,IMTA,71.0,10.377278,84081.0,873.5417,31.0,7.410204,31.226363,6.89442,6.239817,0.068581,0.291849,204.985925,186.756592,0.213865,4.255222,20445.981819,0,0,1.073788
P01,125,IMTA,72.0,10.417783,85546.0,892.3756,30.118371,7.502467,31.063119,6.147565,5.844384,0.046305,0.268593,207.469794,275.697563,0.309997,4.297311,27525.722428,0,0,1.090795
P01,126,IMTA,73.0,10.870719,76278.0,829.5088,28.83665,7.410204,31.6,6.299962,5.863621,0.067882,0.175568,209.849874,138.224496,0.166209,3.937985,19395.571293,0,0,1.16827
P01,127,IMTA,74.0,10.265421,89832.0,923.7194,30.930833,7.410204,30.297034,6.248082,5.973701,0.077172,0.253621,212.127174,299.728587,0.325689,4.354269,17094.824824,0,0,1.148059
P01,128,IMTA,75.0,10.795204,80994.0,875.1551,29.040031,7.640862,31.6,6.082715,5.96622,0.053298,0.229367,214.303708,141.758441,0.161536,4.074915,24480.924004,0,0,1.133189
P01,129,IMTA,76.0,11.158117,82065.0,916.7123,30.721097,7.410204,30.838074,6.812277,6.386234,0.029224,0.157601,216.381492,193.47978,0.211123,4.233806,49707.627639,0,0,1.152825
P01,130,IMTA,77.0,11.541365,73866.0,852.6795,30.437212,7.536297,30.379823,5.843851,5.531243,0.062288,0.22777,218.361533,262.899145,0.309347,3.891277,20507.739638,0,0,1.188563
P01,131,IMTA,78.0,11.069066,78576.0,870.376,29.086639,7.496316,30.919696,5.66119,5.46605,0.029024,0.176566,220.247863,167.130868,0.191879,3.940455,42881.196377,0,0,1.193411
P01,132,IMTA,79.0,11.560535,74183.0,857.8081,30.137438,7.473763,30.461445,5.611472,5.105885,0.010944,0.323789,222.041488,264.11318,0.308917,3.849391,107816.329945,0,0,1.189221
P01,133,IMTA,80.0,11.541083,82777.0,956.5542,29.476451,7.410204,29.820126,6.564766,6.373409,0.076672,0.201818,223.74644,328.925074,0.345284,4.276352,19032.908201,0,0,1.245499
P01,134,IMTA,81.0,12.198645,73736.0,899.7465,30.107778,7.511694,31.6,5.695777,5.215965,0.02383,0.073959,225.364733,179.570433,0.199524,3.984108,53265.158079,0,0,1.248785
P01,135,IMTA,82.0,11.529036,74514.0,859.3135,29.335568,7.416355,31.6,6.048128,5.560099,0.040012,0.106797,226.899391,191.142686,0.222592,3.772102,34293.70643,0,0,1.222413
P01,136,IMTA,83.0,12.381534,71068.0,879.8801,30.474287,7.482989,31.6,6.665284,6.095537,0.026028,0.439172,228.354444,178.611133,0.202967,3.840812,57540.141309,0,0,1.23679
P01,137,IMTA,84.0,12.362528,84805.0,1050.1278,29.85673,7.472738,31.6,6.625293,6.5,0.050001,0.249429,229.732916,310.0211,0.296177,4.584818,30328.658217,0,0,1.261931
P01,138,IMTA,85.0,12.498032,74950.0,937.2035,30.575977,7.410204,31.545857,6.105412,5.22879,0.080868,0.220383,231.035813,262.797049,0.281176,4.052275,17391.074462,0,0,1.224302
